name,category,icon,downloads,updateDate,description
Draculaura Bloody Makeover,Game,https://lh3.ggpht.com/EmrgakOt-RPuwSsvwn1p3LjFkDwGa-20lM-Pp5DPxzLsKtH_TGn6l9Ybw6oGN2e9K1id=w300,"10,000 - 50,000","October 11, 2013","This brand new Monster High makeover game brings up one of the most popular ghouls attending the classes and the famous school of monsters, Draculaura! If you girls are one of this chic ghoul's fans, then you should begin preparing for a new challenge with one of your favorite characters, get the 'Draculaura Bloody Makeover' game started and discover what she has prepared for you today. Well girls, it seems that Draculaura would like to share her beauty secrets with you, girls, so that you can look fabulous like she looks every day! Start Draculaura's facial treatment with a delicate cleanser, then apply a herbal mixture on her pimples to dry them out and a nutritious face mask as well. In order to remove those ugly and deep black circles under her eyes, you should use a refreshing eye mask, then feel free to use that professional pair of tweezers and style up those bushy eyebrows, creating a stylish new shape for them. With some bits of thermal water you get to calm down her face after this beauty treatment and don't forget to also apply a moisturizer suitable for her age in order to make her complexion look perfect and glowing of health. Pay a great attention to this beauty session, girls, because she has some tips and she is going to show you how to look years younger! Continue playing Draculaura's bloody makeover with a fun make up session, then style up her gorgeous hair-locks and in order to complete her fabulous new look start dressing her in one of her monstrously chic outfits. She needs some accessories, as well, so make sure you pick out the ones that best complement the chosen outfit! Have a great time playing this brand new Monster High Makeover Game!keywords: Draculaura, makeover, monster, monster high, makeup, dressup, fashion,decoration, girl games, game for girls"
Celebrity Baby Doctor,Game,https://lh4.ggpht.com/XaeuzTR-nT0JNwPvOdHZ8MYuq0gLPC37okPI9u6OHRkP4zD7rCtvXxE-cUXUCQAehes=w300,"10,000 - 50,000","October 30, 2013","Opps-A-Daisy!Baby Celebrities are struck by severe infections, which is making all the baby fashion stars sick. Can you help them to get up on their feet again and make them healthy, as they all have shoots and recordings lined up for baby tv shows & movies. So, grab your stethoscope and cure your favorite baby celebrities. Do general checkups at the hospital to check if they need treatments. These princess like star Katy Perry is in trouble take her to hospital to help her get a get well. Give your fashion movie stars x-rays to see if they have broken any bones. You are the doctor for the day and these fashion stars need to get fixed ASAP. It's up to you and the hospital to save their day and give them the treatment they want.Give treatments to the fashion & movie stars.► Katy Perry - The Princess ► Jhonny Depp - The PirateKeep playing for more beautiful movie celebrities!►►►►► FUN INCLUDES ◄◄◄◄◄► GENRAL CHECKUP: Check heart beat & take Blood Pressure calculations in your hospital with designer made instruments► X-RAYS: Perform X-Ray to check fractures, cast with beautiful designed ad-on's and stickers on your princess star celebrities► ULTIMATE FUN: Choose from variety of tools, stethoscopes, bandages, drops and much more on your star celebrities, princess & pirate super stars► OPERATION: Clean wounds and bandage them up for the perfectly designed bandages.► Share you skills on Facebook and become a famous Celebrity Baby Doctor among star celebrities============================================================PRIVACY POLICY:As a designer of kids games, we understand how important privacy is in this modern, digital world. You can read our privacy policy here: http://tipytapy.webs.com/privacy-policy.SUPPORT:tipytapyapps@gmail.comWEB ADDRESS:http://tipytapy.webs.com/"
Words Pop™,Game,https://lh6.ggpht.com/BWEeFOdxYJHtku_C88qOt67mEQXPktc3ziEnPhtD1567fTYrAT3qoQ6HL0_JTZlprk8n=w300,"5,000 - 10,000","October 16, 2013","【Play Words Pop now】 Use four word clues to find your answer! Words are used to describe a person, place, thing or a list of items that share something in common. Are you game for a fun challenge?! Play hundreds of fun and addicting word puzzles that will help keep your mind active! Whether the answer be a person, place or thing, we provide you with a variety of categories! FEATURES ~ Experience hundreds of word puzzles! ~ Level up to unlock hundreds of new puzzles! ~ Play through 6 different categories to give you tons of variety! ~ Share your progress on Facebook and brag to your friends!"
Pro MX Motocross,Game,https://lh4.ggpht.com/hs2PungnQaUj-tfKucGDkjU1g_Csf8FxgfWafTkdC61VZmZ9bXlQC1U1Y9qSNg11cEM=w300,"10,000 - 50,000","October 15, 2013","“Hands down the best motocross game on Android.  Impeccable physics, simple controls, and addicting gameplay make this a must have for all racing fans.”     - droidphysics.com  Pro MX Motocross brings you high flying fast and furious dirt bike racing.  Start out as a beginner and work your way up to the pros, earning money and sponsors as you go.  Each bike is fully upgradable and has built in turbo for power band boosts.  Control the speed and angle of your bike to hit table tops, doubles, triples, and woops in just the right rhythm to smoothly navigate each track.  Race in 6 different locations, including a volcano!This game is for all racing enthusiasts, including Motocross, Supercross, BMX, Endurocross, Baja, Mountain Bikes, Freestyle BMX, Monster Trucks and all other bike xtreme off road racing.Pro MX Motocross is a product of StudyHall Entertainment LLC and all rights are reserved. This game is suitable for all ages and is optimized for tablets such as Google Nexus 7, Samsung Galaxy Tab, and all others."
Tidy Polly,Game,https://lh6.ggpht.com/usFhMk0dl6Nmz38k_d1cGo9T88CEG_w5YRH0Jr1HpqKqVQZde6v-gqNpxuSXYqXjpA=w300,"10,000 - 50,000","October 4, 2013","Now it is time to teach little Polly about personal hygiene. In this game, little Polly learns different hygiene care activities such as washing and ironing of her cloths, cleaning herself after outdoor game play and meal time hygiene. Help little Polly to learn different hygiene care activities by fulfilling her needs. Check the hint bubble to know her needs."
Penguin Village,Game,https://lh6.ggpht.com/JzjtK-z1XGVij6sS3G7cOvgmNxUXKHOgTOGdHYs9u2vjdYNb1jCJcrSmmhGQn_-wqLI3=w300,"5,000 - 10,000","October 31, 2013","Tend your own flock of cute, interactive penguins. Take full control of the village by adding interactive items, breeding, feeding, and trading your penguins with friends. Play minigames and level up yourself and your penguins. Join the club!FEATURES• Free to play• Take care of fully interactive, happy, cute penguins• See through your penguins' eyes and tell them where to go (walk in their feet)!• Add interactive items to your iceberg like JETPACKS & SLIDES• Visit your friends' icebergs and play with their penguins• Play minigames with your penguins (8 and counting!)• Breed and collect the rarest penguins• Celebrate by shooting off spectacular fireworks!• Decorate and customize your iceberg and make it totally yours"
The Bomberman Free,Game,https://lh5.ggpht.com/7S_86ypzzZsId1E_dOIRV6OSPUsHuFDlq6hF5b608ZNY9qfbLNgoMtRAS_7M2sJDk3k=w300,"100,000 - 500,000","November 3, 2013",The classic bomber man game THE BOMBERMAN is finally out with old-school retro graphics!Different kinds of bombs and a lot of in-game upgrades will help you in this fantastic adventure!★ MULTIPLAYER  CO-OP MODE & BATTLE MODE!★ 40 CHALLENGING LEVELS!★ BOSS LEVELS WITH ADVANCED ARTIFICIAL INTELLIGENCE!★ TONS OF POWER-UPS!
Dragon City Mobile Cheats,Game,https://lh5.ggpht.com/qdFuKDTvPYvsFKtx3d4YRNJ5FDnDceDUkUBmQqfTI8UT6VH_GDJ71cqj_t7v4PBUWV8=w300,"10,000 - 50,000","October 15, 2013","Dragon City is an exciting game where you breed your own dragons in a fantastic world of magical islands. You can also combat against your friends in a Stadium and find out who has the strongest team of dragons! Stuck on Dragon City Mobile & Facebook game and looking for solution help on how to breed Legendary dragons and beat other players? If you are going to play the game and yet you don't want to spend money buying stuff, then simply use our Dragon City Cheats App and enjoy the game and everything for free!Here are what included in this Dragon City guide:- Secret Dragon City Cheats & Hack Tutorial Videos- Get Unlimited Food and Gems- Dragon City Combat World Hack - The Ultimate Dragon Egg Breading Guide- How to Breed Powerful Legendary Dragons- How to Maximize Gold and Space- Dragon City Battle & Weakness Guide- And many more! Free Download For A Limited Time! ALL Android Devices Supported!Please look for our brand logo on App icons, to against rip-off Apps and ensure to get the best game cheat guides from us. And some videos in App require a stable Internet connection. Thank you for the support!"
CANDY CRUSH SAGA CHEAT GUIDE,Game,https://lh4.ggpht.com/XvCMdl-LJuaDOOnwO6LUJOYyaMy76xQtVj25-Cj7SeJ9AEyqO3XSpsTUx-Q3M5N8DAEz=w300,"50,000 - 100,000","October 30, 2013",Candy Crush Saga Cheat & Guide for Level 100++
Office Tycoon,Game,https://lh3.ggpht.com/vG-DJZK29IlqMpsy8rlr1LmNRbLgMCntu7t8cHGPPU-rESF1qQ52bykjqW-15mN5PGs=w300,"10,000 - 50,000","October 4, 2013","~~~~Your Dream to be a Millionaire Comes true virtually~~~~Be a business tycoon and become a millionaire virtually playing Office Tycoon. Start your small business with a small capital. Increase your office value with new workstation, appoint employee and get profit. Decorate your office with various items, customise floor and wall. Expand your business with new rooms. You can rotate each items in 4 views. Not only office but also design your garden with trees, flowers. Simple and easy to play office management game with both interior and exterior decorator.Features:Over 300 items to decorate your office.All high quality 3d items from 4 views.Change Floor, Wall, Doors and Windows.Easy to customise anytime and frequently.Nice environment with garden and roods.You can decorate garden with trees, flowers also.Design a room of office and than variety of rooms to unlock.Get office interior design ideas & home decoration ideas.Perfect app for home decor, room decor and office decor.Learn how to start a small business & provide employment opportunity.Be a corporate tycoon and manage your virtual office.Lets start your own business, decorate your office, provide employee benefits and be a millionaire virtually. Best interior design or interior decorator app for your Android device.Features Coming Soon: People walking for job search to assign as employee and full time and part time jobs options."
Halloween Party Salon,Game,https://lh5.ggpht.com/C0jr0lanpyaSBDxwo9nQlcSj-KLBCIv_ryKyRxmaZXBWzwVhHl2HWjDMKZqawSH7Dis=w300,"10,000 - 50,000","November 4, 2013","+++Halloween is Here!!+++Listen up girls and teens! New Halloween edition dresses are ready for you all. Are you ready for the fun and Halloween fashion party and want some stylish looking fashion game? Hurry, get dress up before it’s too late. Gain the attraction. Look scary, wear masks, creative smart dresser, pretty zombie, awesome, stunning and marvelous effects.*****Download, Play and Enjoy the Halloween Party Salon******* Enjoy the additional features in Halloween Party Salon on your android mobile device***This top fashion and free dress up game is with addition to dozens of variety of accessories for girls to look more beautiful in all party people.****Get different ideas from this game for all kids and girls****Look scary as well as beautiful, wear lipstick, foundation, and loud blush on. Here, wear some lipsticks, mascaras, eye-colors, hair styles, masks & colors, beautiful dresses, shoes, jewelry and much more. Get a new experience of quick fashion ideas by dressing up virtual girls and also share different concepts and trends with your friends on facebook and people.***Go ahead download and try it right now and enjoy the glam party look***Use your mind and show your ideas on screen that how much pretty and cute you can be by wearing such fashionable accessories. This game has quick and easy learning method to play kids and girls. Dress up your virtual girl like a real salon for FREE! Key Features + How to Play===• Easy Tap Tap & drag game play. • Halloween smoky Backgrounds for more fun.• Added new Features lipsticks, masks hand, bone, skull necklace, colorful blush on, hair styles & colors, boogie scary beautiful dresses, shoes and much more on your Android Smartphone now.• All new variety of Halloween necklace, lipsticks, dresses• New Pumpkin Trick or treat.• Musical, scary, thrilling and haunted backgrounds and attractive graphics.• Simple game and easy to learn.• Dozens of options to select the best for the perfect Halloween party look.• No clans, monsters, dragons, pets and zombies, witch etc.• Kids friendly content e.g. No violence, fighting, sex, horror or nudity.Enjoy other girls kids fashion & dress up games like bag maker, movie celebrity dress up, cupcake maker, shoes maker, princess nail, toe dress up salon, high school, angel fairy & zombie dress up and maker games like soup maker, smoothie maker and sushi maker etc. for your Android smart phones device.Share the experience of these top free games with your family, friends and facebook people.Support us by rank and review and help us improve to give you a better gaming experience among top free games.There are some exclusive news, updates and secret tips and tricks for you about our facebook games page.https://www.facebook.com/BestGamesAppsAndroid https://www.facebook.com/PizzaSandwichStandhttps://www.facebook.com/playinkstudioOr follow us on Google Plus, Mobile Games & Apps - Google+https://plus.google.com/101117119231995539664/postsPrivacy Policy=============We respect and take care of you and your kid’s privacy. You can read our privacy policy here: http://www.playinkstudio.com/?page_id=156IAP (in-app purchase): ====================This app lets you purchase digital content using actual money. On Google Wallet, you can configure parental controls to avoid unintentional purchases.App supports Android 2.2(Froyo) to Android 4.x Ice Cream Sandwich and Jellybean.Disclaimer===========This free game contains ads.Be happy & have fun. Ok then enjoy and good bye!"
